num_queries,time,total_time,simulation_accuracy,test_accuracy
0,0,0,0.8943140652071192,0.8831234256926952
10,6.093403339385986,6.093480110168457,0.895093863385392,0.8785894206549119
20,1.6710684299468994,8.637323141098022,0.8944541001738031,0.8816120906801007
30,6.965551376342773,16.473897218704224,0.8958695996201931,0.8846347607052897
40,3.973851442337036,24.5436372756958,0.8958630527817404,0.8861460957178842
50,1.673299789428711,27.065772771835327,0.8966502619463407,0.8856423173803526
60,7.171727895736694,39.17609167098999,0.8945778343138814,0.8826196473551637
70,1.7575736045837402,43.988322496414185,0.8953655040611562,0.8831234256926952
80,5.91461181640625,50.76985740661621,0.8987079278991865,0.8831234256926952
90,7.2038414478302,60.93625450134277,0.8972679341747883,0.8846347607052897
100,1.7220885753631592,63.50280737876892,0.8982237157945271,0.8851385390428211
110,8.222254514694214,73.94014501571655,0.898220868728963,0.8831234256926952
120,1.81638765335083,77.65162897109985,0.8972547760475197,0.8861460957178842
130,5.331442356109619,83.83777689933777,0.8990191349091494,0.8851385390428211
140,7.8479249477386475,95.19815754890442,0.8993396682235465,0.8816120906801007
150,1.7901790142059326,97.83442211151123,0.8978867559283755,0.8831234256926952
160,7.278491735458374,107.97662401199341,0.8973986104378736,0.8846347607052897
170,1.8069541454315186,112.37783026695251,0.8986891082699466,0.8861460957178842
180,5.215441942214966,118.43343210220337,0.9001458907440428,0.8876574307304785
190,3.909536838531494,126.43110156059265,0.8985224874167884,0.8861460957178842
200,1.8235208988189697,129.09612274169922,0.8993332249146203,0.8866498740554156
210,7.712203502655029,139.69011759757996,0.8975403160123798,0.8826196473551637
220,1.8158583641052246,143.3242793083191,0.9011257953989231,0.8841309823677582
230,6.7723705768585205,150.95491933822632,0.9003105082529825,0.8871536523929471
240,6.610931396484375,160.35522603988647,0.8968734653789491,0.889168765743073
250,1.8387796878814697,163.04736256599426,0.9008034103951468,0.8866498740554156
260,6.92716121673584,172.4472541809082,0.9012974215798982,0.8846347607052897
270,1.8868043422698975,176.29630279541016,0.902615561770028,0.8871536523929471
280,5.145650148391724,182.28652930259705,0.9037732740154886,0.8881612090680101
290,6.1483845710754395,191.98069071769714,0.9017989767288331,0.8861460957178842
300,1.9089834690093994,194.73823022842407,0.900479418085634,0.8881612090680101
310,6.820623874664307,203.8454988002777,0.9013081636032456,0.8886649874055416
320,1.9051907062530518,209.2708466053009,0.9014761983745231,0.8856423173803526
330,5.91869044303894,215.99327158927917,0.9006479481641468,0.8876574307304785
340,5.890619516372681,224.26252675056458,0.9013146946247296,0.8851385390428211
350,1.9089508056640625,226.99380087852478,0.8998166361060177,0.8886649874055416
360,9.55543327331543,239.1568946838379,0.9014860577725831,0.8942065491183879
370,1.8797385692596436,241.86146664619446,0.9026593075765178,0.8926952141057934
380,7.121765613555908,249.80177545547485,0.899815714525046,0.8871536523929471
390,4.453278541564941,258.3019235134125,0.9040107400570565,0.889168765743073
400,4.390130043029785,263.54382395744324,0.9021684316691881,0.8942065491183879
410,7.910308122634888,274.1758842468262,0.9011618117528203,0.8881612090680101
420,2.004272699356079,277.021776676178,0.902681733850565,0.8937027707808565
430,7.305439472198486,287.7435050010681,0.9018415272850143,0.8937027707808565
440,2.0315587520599365,291.76733899116516,0.9011677102724658,0.890176322418136
450,6.070441961288452,298.64706802368164,0.9011696897779284,0.890176322418136
460,10.080041646957397,310.47291707992554,0.9026999490575649,0.8926952141057934
470,1.972273826599121,313.2599685192108,0.9001530872597381,0.8926952141057934
480,9.55420994758606,323.65341424942017,0.8982790935423411,0.8957178841309824
490,4.209413766860962,331.0984299182892,0.8998122546509644,0.8861460957178842
500,4.275582551956177,336.2024962902069,0.9023764746110446,0.8937027707808565
510,7.599071025848389,345.97506856918335,0.9025518068162357,0.8972292191435768
520,2.1711931228637695,348.99144554138184,0.9010121804769257,0.8947103274559194
530,10.228912115097046,360.06920051574707,0.9011857707509882,0.8931989924433249
540,2.187818765640259,365.28939175605774,0.903081425374419,0.891183879093199
550,4.60175347328186,370.7034604549408,0.904121400241421,0.8896725440806046
560,5.278603553771973,380.0982999801636,0.9041285196061496,0.8886649874055416
570,2.1368184089660645,383.0671215057373,0.9051739055199861,0.892191435768262
580,10.644651889801025,397.1622977256775,0.9043161726469059,0.8937027707808565
590,2.168064832687378,400.66906929016113,0.9031081785032123,0.8952141057934508
600,10.439418315887451,411.96182513237,0.9038093581492433,0.8896725440806046
610,3.8979904651641846,418.54312920570374,0.9041644885868618,0.8896725440806046
620,6.412183046340942,425.7871060371399,0.9013789492057951,0.8916876574307305
630,4.594393968582153,433.9594757556915,0.9059276097219794,0.8942065491183879
640,4.272201776504517,439.04448199272156,0.906463478717814,0.8916876574307305
650,9.362364768981934,451.61006116867065,0.9064748201438849,0.8906801007556675
660,2.1920924186706543,454.62939047813416,0.9078924239760943,0.8937027707808565
670,9.965653896331787,466.8613679409027,0.9068497974995597,0.8931989924433249
680,2.1892874240875244,469.8616142272949,0.9073910742635385,0.8982367758186398
690,10.77533769607544,481.5028898715973,0.9082876833362785,0.9002518891687658
700,2.362431526184082,488.8897557258606,0.9084793768808639,0.8957178841309824
710,6.840734243392944,496.55827498435974,0.9088490867175031,0.8952141057934508
720,6.334844350814819,505.3337981700897,0.9072659442174453,0.8937027707808565
730,2.344308376312256,508.48584818840027,0.9072788752447055,0.8957178841309824
740,11.929332494735718,523.5040369033813,0.9088964164735247,0.8926952141057934
750,2.286787509918213,527.4010615348816,0.9087337024468655,0.8972292191435768
760,8.62980604171753,536.8432779312134,0.9071390230810521,0.8962216624685139
770,6.14870285987854,545.1479425430298,0.9073310629145008,0.8967254408060453
780,6.445476055145264,552.4195084571838,0.9091398814868019,0.8982367758186398
790,6.4980432987213135,560.8926417827606,0.9089764346105415,0.8957178841309824
800,4.367470979690552,566.0944046974182,0.910974950441521,0.8937027707808565
810,2.6342289447784424,569.5671720504761,0.9100920743816573,0.8942065491183879
820,2.5346953868865967,572.9239032268524,0.9088442756375474,0.8972292191435768
830,2.4317994117736816,576.1707243919373,0.9103098387389019,0.8947103274559194
840,2.3647232055664062,579.3388066291809,0.9077872572154656,0.8992443324937027
850,9.374861240386963,592.1888391971588,0.9079832696853973,0.891183879093199
860,2.399425983428955,595.3870708942413,0.9083621789032611,0.8977329974811084
870,11.972557306289673,610.7126970291138,0.9102025917138163,0.8977329974811084
880,2.510545015335083,614.0436463356018,0.9115011885170964,0.9012594458438287
890,10.667621612548828,627.9426701068878,0.9124381754900165,0.9002518891687658
900,2.4531075954437256,633.5000195503235,0.912461002018719,0.8997481108312343
910,10.270284652709961,645.6763525009155,0.9110130538701967,0.9012594458438287
920,2.4813318252563477,648.9719219207764,0.9097439675815068,0.9007556675062972
930,8.394891262054443,659.922788143158,0.9114227717291014,0.8982367758186398
940,2.5372583866119385,664.8545143604279,0.912738029210575,0.8997481108312343
950,11.957600593566895,679.657369852066,0.9140581589183182,0.9002518891687658
960,2.499086380004883,682.9685506820679,0.912599740211542,0.9012594458438287
970,11.180105209350586,694.9719853401184,0.9133667968023796,0.8997481108312343
980,2.4870493412017822,700.4939489364624,0.9143229651704228,0.9032745591939546
990,8.94600510597229,710.2379374504089,0.910617652547117,0.9027707808564231
1000,2.6681625843048096,719.1557953357697,0.9125070106561974,0.9022670025188917
1010,44.119614601135254,764.0535457134247,0.9115939314478366,0.9052896725440807
1020,46.53720211982727,812.4608631134033,0.9159316945017827,0.9057934508816121
1030,49.90087366104126,863.1614260673523,0.9169016732468509,0.9052896725440807
1040,40.50423717498779,907.1825194358826,0.9191938218120174,0.9002518891687658
1050,50.92526078224182,961.475932598114,0.9199849028118513,0.906801007556675
1060,45.178709745407104,1007.536826133728,0.9243713367366232,0.9093198992443325
1070,39.90229678153992,1052.5015742778778,0.9251752225800342,0.9047858942065491
1080,57.24736213684082,1110.5344035625458,0.9254127918011008,0.9083123425692695
1090,43.28720259666443,1157.2268545627594,0.928883818216391,0.9073047858942066
1100,50.32556200027466,1208.3708713054657,0.9298914078872166,0.9078085642317381
1110,43.14035606384277,1254.0999691486359,0.9312845962970032,0.9073047858942066
1120,56.79735589027405,1311.6890347003937,0.9332568368712947,0.9083123425692695
1130,43.75899028778076,1360.0390663146973,0.9335121670818164,0.909823677581864
1140,54.752196311950684,1415.5657002925873,0.93511230562488,0.9113350125944585
1150,42.82162380218506,1459.1557652950287,0.9351798422773611,0.9123425692695214
1160,64.1955189704895,1526.8228533267975,0.9375602235498169,0.9133501259445844
1170,48.501453161239624,1576.1521365642548,0.9378258351033018,0.9198992443324937
1180,44.0316436290741,1626.060162305832,0.9404140065776746,0.9173803526448363
1190,58.51342749595642,1685.4607920646667,0.9393293273890289,0.9133501259445844
1200,47.576457500457764,1735.7693729400635,0.9421246844047387,0.9143576826196473
1210,61.834696769714355,1798.4165725708008,0.942985016540183,0.9163727959697733
1220,44.642659425735474,1845.1990830898285,0.9430688243322285,0.9193954659949622
1230,47.19626426696777,1893.18097281456,0.9462785700332096,0.9158690176322418
1240,45.92294764518738,1943.7121179103851,0.9465648854961832,0.9178841309823678
1250,43.53161096572876,1988.0825412273407,0.9482251421847421,0.9183879093198992
1260,48.42687916755676,2039.5223195552826,0.9494989192375712,0.9193954659949622
1270,53.365381717681885,2093.7023134231567,0.9488088206339831,0.9188916876574307
1280,45.86314058303833,2144.4635009765625,0.9508778851844545,0.9209068010075567
1290,48.22816848754883,2193.5036845207214,0.9505831191935165,0.9198992443324937
1300,44.1367609500885,2242.575173854828,0.9520697167755992,0.9219143576826196
1310,57.93828749656677,2301.297101020813,0.9531653105774955,0.9209068010075567
1320,45.37780833244324,2347.4811522960663,0.9550606482402068,0.9224181360201511
1330,56.258498191833496,2406.3212282657623,0.9557680812910938,0.9239294710327456
1340,41.28910994529724,2448.424886703491,0.9576761828708324,0.9239294710327456
1350,57.77661681175232,2508.036346912384,0.9555911182236447,0.927455919395466
1360,54.91137933731079,2563.7544400691986,0.9573060733613951,0.9249370277078086
1370,46.050851583480835,2610.600033521652,0.9572203253665394,0.9239294710327456
1380,50.945268630981445,2664.33887219429,0.958945461863554,0.924433249370277
1390,56.764304876327515,2721.897339105606,0.9592659810445654,0.924433249370277
1400,45.80083966255188,2773.175067424774,0.959789856536674,0.9249370277078086
1410,69.45461916923523,2843.433149576187,0.9615306742255517,0.9254408060453401
1420,48.20214819908142,2895.0842537879944,0.9622641509433962,0.927455919395466
1430,49.14634704589844,2945.010474205017,0.9617808497662127,0.926448362720403
1440,48.49948740005493,2996.0496814250946,0.9629252393562844,0.9284634760705289
1450,72.77271246910095,3069.607503414154,0.9638701775872627,0.9259445843828715
1460,43.3557813167572,3113.733795404434,0.9644098997750051,0.926448362720403
1470,59.73340606689453,3176.784325838089,0.9641319942611191,0.9279596977329975
1480,40.4821937084198,3218.043187379837,0.9652906140891353,0.926448362720403
1490,51.02723431587219,3272.7330927848816,0.96521918090142,0.9279596977329975
1500,47.99886083602905,3321.5301592350006,0.9657661373479068,0.9284634760705289
1510,48.711262464523315,3374.0200843811035,0.9675552800165323,0.927455919395466
1520,50.534250259399414,3425.3149514198303,0.9674880927728308,0.929471032745592
1530,48.68978834152222,3475.5662744045258,0.968873210209587,0.9329974811083124
1540,45.53093242645264,3521.870541334152,0.9696402578498649,0.9324937027707808
1550,45.65576148033142,3570.2572977542877,0.9691602417170244,0.9319899244332494
1560,45.99913930892944,3617.0335841178894,0.9711839632491126,0.9329974811083124
1570,44.59626626968384,3664.8938131332397,0.9713329148357397,0.9314861460957179
1580,51.980485916137695,3717.689569234848,0.9733696791780247,0.9345088161209067
1590,43.257790088653564,3763.6528759002686,0.973103593191847,0.9319899244332494
1600,52.18378806114197,3816.766521215439,0.9740998104864181,0.9345088161209067
1610,42.290284872055054,3860.101148366928,0.9761553070267989,0.9345088161209067
1620,41.95638298988342,3904.4789826869965,0.9763163459505181,0.9360201511335012
1630,50.53449845314026,3956.0031065940857,0.9754185208730664,0.9340050377833753
1640,47.39425802230835,4006.43453168869,0.9757910384370355,0.9340050377833753
1650,51.71350693702698,4063.340715646744,0.9755267078101724,0.9324937027707808
1660,42.29168701171875,4106.577659130096,0.9754745148219236,0.9345088161209067
1670,46.7741265296936,4158.073624610901,0.9756358196195768,0.9375314861460957
1680,44.379008293151855,4203.52158164978,0.9766545298779182,0.9345088161209067
1690,46.862088680267334,4252.888875961304,0.9772483365529083,0.9324937027707808
1700,45.9820716381073,4299.76535487175,0.9780597978059797,0.9350125944584383
1710,47.11753249168396,4350.086789131165,0.9786591937917655,0.9365239294710328
1720,48.438745975494385,4399.322418212891,0.9788291207604234,0.9340050377833753
1730,46.95170593261719,4449.862301826477,0.9783502922710543,0.9335012594458438
1740,46.30308389663696,4497.238419294357,0.9780863527880235,0.9360201511335012
1750,43.84785580635071,4542.0921239852905,0.9786910197869102,0.9355163727959698
1760,51.83188033103943,4596.99515914917,0.9799520592721725,0.9355163727959698
1770,43.8151330947876,4641.7483015060425,0.9803450535051321,0.9345088161209067
1780,49.80576181411743,4697.29851770401,0.9798643029109214,0.9355163727959698
1790,37.08845782279968,4735.300527095795,0.9802588286905023,0.9360201511335012
1800,41.89926791191101,4777.960458517075,0.9802154319630688,0.9345088161209067
1810,41.85666346549988,4822.111704349518,0.9801718440185063,0.9380352644836272
1820,64.38336133956909,4887.402928113937,0.9801280635901966,0.9335012594458438
1830,53.38925099372864,4946.670305967331,0.9805266651914141,0.9329974811083124
1840,43.805800914764404,4991.382311105728,0.9811488134841428,0.9335012594458438
1850,55.12520718574524,5047.36802482605,0.9811069126472549,0.9355163727959698
1860,47.278921365737915,5098.101845741272,0.9810648251280909,0.9355163727959698
1870,55.5435893535614,5154.599191904068,0.981692342040634,0.9335012594458438
1880,44.334150552749634,5201.712678909302,0.9823226672633699,0.9365239294710328
1890,55.260546922683716,5257.897282838821,0.9825072886297376,0.9350125944584383
1900,42.98263669013977,5303.446497917175,0.9829175095527085,0.9350125944584383
1910,56.56023645401001,5360.974140167236,0.9831043027708943,0.9345088161209067
1920,56.440223932266235,5419.562282323837,0.9832919394897268,0.9380352644836272
1930,53.23849368095398,5475.103176355362,0.9832541298936411,0.9375314861460957
1940,58.73995590209961,5534.791424274445,0.9834429575867544,0.9360201511335012
1950,46.349438190460205,5583.871774435043,0.9840872925664924,0.9385390428211587
1960,52.76332068443298,5638.998167037964,0.9840510366826156,0.9365239294710328
1970,51.408886671066284,5691.372200012207,0.984242977848824,0.9390428211586902
1980,51.38914895057678,5743.782510995865,0.9839780270084687,0.9355163727959698
1990,44.67929196357727,5791.522664070129,0.9837118605184675,0.9385390428211587
2000,49.51234221458435,5843.7083106040955,0.9843642216601518,0.9340050377833753
2010,54.82048201560974,5899.508768081665,0.9845586540677576,0.9345088161209067
2020,51.85071849822998,5952.387996196747,0.9847539847539848,0.9365239294710328
2030,46.77036476135254,6002.890935182571,0.9847186848807594,0.9355163727959698
2040,49.80134439468384,6056.494440078735,0.9849152935715944,0.9380352644836272
2050,55.37255573272705,6115.59877371788,0.9853454291695743,0.9350125944584383
2060,50.301952600479126,6166.945629358292,0.9860107251107484,0.9390428211586902
2070,50.79581928253174,6221.31923866272,0.9859780322505258,0.9350125944584383
2080,46.211400270462036,6272.814500808716,0.9857109393300538,0.9365239294710328
2090,62.003087520599365,6335.770885467529,0.9863817797605071,0.9390428211586902
2100,46.52392792701721,6383.3613717556,0.9865850788420805,0.9385390428211587
2110,47.666589975357056,6433.446667671204,0.9865534324133051,0.9370277078085643
2120,50.71213960647583,6484.947421789169,0.9865216363206432,0.9375314861460957
2130,46.180283308029175,6533.603668689728,0.9862526665086513,0.9380352644836272
2140,49.35306763648987,6583.723476886749,0.9864575908766928,0.9340050377833753
2150,49.337554931640625,6636.2096564769745,0.9869016432483925,0.9365239294710328
2160,50.36591863632202,6687.348715543747,0.9871090952494629,0.9370277078085643
2170,48.48377227783203,6738.468857049942,0.9875568317779373,0.9370277078085643
2180,55.3680100440979,6794.634239912033,0.9875269848884625,0.9365239294710328
2190,40.90728998184204,6836.288141012192,0.9879778792979081,0.9350125944584383
2200,51.868759870529175,6890.4209856987,0.9879489033502049,0.9375314861460957
2210,61.684346199035645,6952.912447452545,0.987919787388258,0.9350125944584383
2220,45.06676483154297,6999.915535211563,0.9878905303947687,0.9350125944584383
2230,50.50946354866028,7051.209671497345,0.9878611313425588,0.9370277078085643
2240,42.033262968063354,7094.027436494827,0.9878315891944512,0.9340050377833753
2250,53.20307993888855,7148.012680530548,0.9880458648450842,0.9324937027707808
2260,39.82467198371887,7188.588714361191,0.9885057471264368,0.9319899244332494
2270,47.67436337471008,7237.034354686737,0.9889678842853641,0.9350125944584383
2280,40.00621795654297,7279.671612977982,0.9889407716883756,0.9365239294710328
2290,47.763797760009766,7330.894456863403,0.9889135254988913,0.9365239294710328
2300,41.77732825279236,7373.440644741058,0.9893800938503334,0.9365239294710328
2310,46.32360100746155,7422.349464416504,0.9893538004456549,0.9355163727959698
2320,58.159907579422,7481.274640083313,0.9895755770662695,0.9340050377833753
2330,43.01376175880432,7527.002002954483,0.9897984573276934,0.9345088161209067
2340,46.112995862960815,7573.873276233673,0.9897730107258668,0.9360201511335012
2350,46.65907168388367,7625.272429466248,0.9902475618904726,0.9345088161209067
2360,51.699233055114746,7678.907147884369,0.9902231135622963,0.9365239294710328
2370,51.28065466880798,7730.9690618515015,0.9901985423473234,0.9370277078085643
2380,45.48212647438049,7778.9328689575195,0.9904257999496094,0.9350125944584383
2390,51.077107429504395,7830.787387132645,0.9911593836827481,0.9370277078085643
2400,42.45641756057739,7877.127178907394,0.9913902253735123,0.9360201511335012
2410,53.15208435058594,7931.033803224564,0.9913683676059913,0.9365239294710328
2420,50.61308479309082,7982.430412054062,0.9916009162636803,0.9360201511335012
2430,44.653462648391724,8029.985763311386,0.9915794845623883,0.9375314861460957
2440,49.63613533973694,8080.375838518143,0.9915579432079816,0.9370277078085643
2450,45.657249450683594,8129.231824398041,0.9915362913567581,0.9360201511335012
2460,50.22402834892273,8181.217607021332,0.9915145281563383,0.9370277078085643
2470,49.17221140861511,8231.227000713348,0.991492652745553,0.9380352644836272
2480,48.382179498672485,8283.117840051651,0.9914706642543293,0.9380352644836272
2490,51.990336179733276,8335.842236042023,0.9914485618035761,0.9370277078085643
2500,44.19712948799133,8382.986990213394,0.9914263445050663,0.9360201511335012
2510,50.19532513618469,8433.925921678543,0.9914040114613181,0.9370277078085643
2520,40.12158727645874,8475.990072250366,0.991381561765474,0.9365239294710328
2530,39.99848651885986,8516.800029993057,0.9916208431526577,0.9395465994962217
